z[km],p[mb],T[K],air[cm-3],o3[cm-3],o3[atm-cm/km],o2[cm-3],h2o[cm-3],co2[cm-3],no2[cm-3],beta_m_532[sr-1 km-1],sigma_m_532[km-1],beta_m_1064[sr-1 km-1],sigma_m_1064[km-1],beta_p_532[sr-1 km-1],sigma_p_532[km-1],beta_p_1064[sr-1 km-1],sigma_p_1064[km-1]
 90.300,   1.775e-03,   1.870e+02,   6.877e+13,   4.823e+07,   1.793e-07,   1.310e+13,   5.801e+07,   2.125e+10,   1.262e+04,   4.078e-09,   3.554e-08,   2.470e-10,   2.151e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 90.150,   1.808e-03,   1.869e+02,   7.004e+13,   4.911e+07,   1.826e-07,   1.335e+13,   5.935e+07,   2.167e+10,   1.286e+04,   4.153e-09,   3.619e-08,   2.516e-10,   2.190e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 90.000,   1.840e-03,   1.869e+02,   7.130e+13,   5.000e+07,   1.859e-07,   1.360e+13,   6.070e+07,   2.210e+10,   1.310e+04,   4.228e-09,   3.684e-08,   2.561e-10,   2.230e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 89.850,   1.919e-03,   1.870e+02,   7.429e+13,   5.107e+07,   1.898e-07,   1.422e+13,   6.572e+07,   2.308e+10,   1.369e+04,   4.405e-09,   3.839e-08,   2.669e-10,   2.323e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 89.700,   1.997e-03,   1.870e+02,   7.728e+13,   5.214e+07,   1.938e-07,   1.484e+13,   7.074e+07,   2.406e+10,   1.429e+04,   4.583e-09,   3.993e-08,   2.776e-10,   2.417e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 89.550,   2.076e-03,   1.871e+02,   8.027e+13,   5.320e+07,   1.978e-07,   1.545e+13,   7.576e+07,   2.504e+10,   1.488e+04,   4.760e-09,   4.148e-08,   2.883e-10,   2.510e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 89.400,   2.154e-03,   1.871e+02,   8.326e+13,   5.427e+07,   2.018e-07,   1.607e+13,   8.078e+07,   2.602e+10,   1.548e+04,   4.938e-09,   4.302e-08,   2.991e-10,   2.604e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 89.250,   2.233e-03,   1.872e+02,   8.625e+13,   5.534e+07,   2.057e-07,   1.669e+13,   8.580e+07,   2.701e+10,   1.607e+04,   5.115e-09,   4.457e-08,   3.098e-10,   2.697e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 89.100,   2.312e-03,   1.873e+02,   8.925e+13,   5.641e+07,   2.097e-07,   1.731e+13,   9.081e+07,   2.799e+10,   1.666e+04,   5.292e-09,   4.611e-08,   3.206e-10,   2.791e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 88.950,   2.390e-03,   1.873e+02,   9.224e+13,   5.748e+07,   2.137e-07,   1.793e+13,   9.583e+07,   2.897e+10,   1.726e+04,   5.470e-09,   4.766e-08,   3.313e-10,   2.884e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 88.800,   2.469e-03,   1.874e+02,   9.523e+13,   5.854e+07,   2.176e-07,   1.854e+13,   1.009e+08,   2.995e+10,   1.785e+04,   5.647e-09,   4.920e-08,   3.421e-10,   2.978e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 88.650,   2.547e-03,   1.874e+02,   9.822e+13,   5.961e+07,   2.216e-07,   1.916e+13,   1.059e+08,   3.093e+10,   1.845e+04,   5.824e-09,   5.075e-08,   3.528e-10,   3.071e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 88.500,   2.626e-03,   1.875e+02,   1.012e+14,   6.068e+07,   2.256e-07,   1.978e+13,   1.109e+08,   3.191e+10,   1.904e+04,   6.002e-09,   5.230e-08,   3.635e-10,   3.165e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 88.350,   2.705e-03,   1.876e+02,   1.042e+14,   6.175e+07,   2.295e-07,   2.040e+13,   1.159e+08,   3.289e+10,   1.963e+04,   6.179e-09,   5.384e-08,   3.743e-10,   3.258e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 88.200,   2.783e-03,   1.876e+02,   1.072e+14,   6.282e+07,   2.335e-07,   2.102e+13,   1.209e+08,   3.387e+10,   2.023e+04,   6.356e-09,   5.539e-08,   3.850e-10,   3.352e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 88.050,   2.862e-03,   1.877e+02,   1.102e+14,   6.388e+07,   2.375e-07,   2.163e+13,   1.259e+08,   3.485e+10,   2.082e+04,   6.534e-09,   5.693e-08,   3.958e-10,   3.445e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 87.900,   2.940e-03,   1.877e+02,   1.132e+14,   6.495e+07,   2.415e-07,   2.225e+13,   1.310e+08,   3.583e+10,   2.142e+04,   6.711e-09,   5.848e-08,   4.065e-10,   3.539e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 87.750,   3.019e-03,   1.878e+02,   1.162e+14,   6.602e+07,   2.454e-07,   2.287e+13,   1.360e+08,   3.681e+10,   2.201e+04,   6.889e-09,   6.002e-08,   4.173e-10,   3.632e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 87.600,   3.098e-03,   1.879e+02,   1.192e+14,   6.709e+07,   2.494e-07,   2.349e+13,   1.410e+08,   3.780e+10,   2.260e+04,   7.066e-09,   6.157e-08,   4.280e-10,   3.726e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 87.450,   3.176e-03,   1.879e+02,   1.221e+14,   6.816e+07,   2.534e-07,   2.411e+13,   1.460e+08,   3.878e+10,   2.320e+04,   7.243e-09,   6.311e-08,   4.388e-10,   3.820e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 87.300,   3.255e-03,   1.880e+02,   1.251e+14,   6.922e+07,   2.573e-07,   2.472e+13,   1.510e+08,   3.976e+10,   2.379e+04,   7.421e-09,   6.466e-08,   4.495e-10,   3.913e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 87.150,   3.333e-03,   1.880e+02,   1.281e+14,   7.029e+07,   2.613e-07,   2.534e+13,   1.561e+08,   4.074e+10,   2.439e+04,   7.598e-09,   6.620e-08,   4.602e-10,   4.007e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 87.000,   3.412e-03,   1.881e+02,   1.311e+14,   7.136e+07,   2.653e-07,   2.596e+13,   1.611e+08,   4.172e+10,   2.498e+04,   7.775e-09,   6.775e-08,   4.710e-10,   4.100e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 86.850,   3.491e-03,   1.882e+02,   1.341e+14,   7.243e+07,   2.692e-07,   2.658e+13,   1.661e+08,   4.270e+10,   2.557e+04,   7.953e-09,   6.930e-08,   4.817e-10,   4.194e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 86.700,   3.569e-03,   1.882e+02,   1.371e+14,   7.350e+07,   2.732e-07,   2.720e+13,   1.711e+08,   4.368e+10,   2.617e+04,   8.130e-09,   7.084e-08,   4.925e-10,   4.287e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 86.550,   3.648e-03,   1.883e+02,   1.401e+14,   7.456e+07,   2.772e-07,   2.781e+13,   1.761e+08,   4.466e+10,   2.676e+04,   8.308e-09,   7.239e-08,   5.032e-10,   4.381e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 86.400,   3.726e-03,   1.883e+02,   1.431e+14,   7.563e+07,   2.812e-07,   2.843e+13,   1.812e+08,   4.564e+10,   2.736e+04,   8.485e-09,   7.393e-08,   5.140e-10,   4.474e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 86.250,   3.805e-03,   1.884e+02,   1.461e+14,   7.670e+07,   2.851e-07,   2.905e+13,   1.862e+08,   4.662e+10,   2.795e+04,   8.662e-09,   7.548e-08,   5.247e-10,   4.568e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 86.100,   3.884e-03,   1.885e+02,   1.491e+14,   7.777e+07,   2.891e-07,   2.967e+13,   1.912e+08,   4.761e+10,   2.854e+04,   8.840e-09,   7.702e-08,   5.354e-10,   4.661e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 85.950,   3.962e-03,   1.885e+02,   1.521e+14,   7.884e+07,   2.931e-07,   3.029e+13,   1.962e+08,   4.859e+10,   2.914e+04,   9.017e-09,   7.857e-08,   5.462e-10,   4.755e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 85.800,   4.041e-03,   1.886e+02,   1.550e+14,   7.990e+07,   2.970e-07,   3.090e+13,   2.012e+08,   4.957e+10,   2.973e+04,   9.194e-09,   8.011e-08,   5.569e-10,   4.848e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 85.650,   4.119e-03,   1.886e+02,   1.580e+14,   8.097e+07,   3.010e-07,   3.152e+13,   2.063e+08,   5.055e+10,   3.033e+04,   9.372e-09,   8.166e-08,   5.677e-10,   4.942e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 85.500,   4.198e-03,   1.887e+02,   1.610e+14,   8.204e+07,   3.050e-07,   3.214e+13,   2.113e+08,   5.153e+10,   3.092e+04,   9.549e-09,   8.320e-08,   5.784e-10,   5.035e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 85.350,   4.277e-03,   1.888e+02,   1.640e+14,   8.311e+07,   3.090e-07,   3.276e+13,   2.163e+08,   5.251e+10,   3.151e+04,   9.726e-09,   8.475e-08,   5.892e-10,   5.129e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 85.200,   4.355e-03,   1.888e+02,   1.670e+14,   8.418e+07,   3.129e-07,   3.338e+13,   2.213e+08,   5.349e+10,   3.211e+04,   9.904e-09,   8.630e-08,   5.999e-10,   5.222e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 85.050,   4.434e-03,   1.889e+02,   1.700e+14,   8.524e+07,   3.169e-07,   3.399e+13,   2.263e+08,   5.447e+10,   3.270e+04,   1.008e-08,   8.784e-08,   6.107e-10,   5.316e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 84.900,   4.581e-03,   1.891e+02,   1.752e+14,   8.619e+07,   3.204e-07,   3.512e+13,   2.392e+08,   5.622e+10,   3.379e+04,   1.039e-08,   9.055e-08,   6.295e-10,   5.480e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 84.750,   4.762e-03,   1.894e+02,   1.816e+14,   8.707e+07,   3.237e-07,   3.649e+13,   2.559e+08,   5.836e+10,   3.512e+04,   1.077e-08,   9.383e-08,   6.523e-10,   5.679e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 84.600,   4.943e-03,   1.897e+02,   1.880e+14,   8.795e+07,   3.270e-07,   3.787e+13,   2.726e+08,   6.050e+10,   3.646e+04,   1.115e-08,   9.712e-08,   6.752e-10,   5.878e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 84.450,   5.124e-03,   1.900e+02,   1.943e+14,   8.883e+07,   3.302e-07,   3.925e+13,   2.894e+08,   6.263e+10,   3.780e+04,   1.152e-08,   1.004e-07,   6.980e-10,   6.076e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 84.300,   5.306e-03,   1.903e+02,   2.007e+14,   8.972e+07,   3.335e-07,   4.063e+13,   3.061e+08,   6.477e+10,   3.913e+04,   1.190e-08,   1.037e-07,   7.208e-10,   6.275e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 84.150,   5.487e-03,   1.905e+02,   2.070e+14,   9.060e+07,   3.368e-07,   4.200e+13,   3.229e+08,   6.690e+10,   4.047e+04,   1.228e-08,   1.070e-07,   7.437e-10,   6.474e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 84.000,   5.668e-03,   1.908e+02,   2.134e+14,   9.148e+07,   3.401e-07,   4.338e+13,   3.396e+08,   6.904e+10,   4.180e+04,   1.265e-08,   1.103e-07,   7.665e-10,   6.673e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 83.850,   5.849e-03,   1.911e+02,   2.198e+14,   9.236e+07,   3.434e-07,   4.476e+13,   3.563e+08,   7.118e+10,   4.314e+04,   1.303e-08,   1.136e-07,   7.894e-10,   6.872e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 83.700,   6.030e-03,   1.914e+02,   2.261e+14,   9.324e+07,   3.466e-07,   4.613e+13,   3.731e+08,   7.331e+10,   4.447e+04,   1.341e-08,   1.168e-07,   8.122e-10,   7.071e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 83.550,   6.212e-03,   1.917e+02,   2.325e+14,   9.413e+07,   3.499e-07,   4.751e+13,   3.898e+08,   7.545e+10,   4.580e+04,   1.379e-08,   1.201e-07,   8.351e-10,   7.270e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 83.400,   6.393e-03,   1.920e+02,   2.388e+14,   9.501e+07,   3.532e-07,   4.889e+13,   4.066e+08,   7.758e+10,   4.714e+04,   1.416e-08,   1.234e-07,   8.579e-10,   7.469e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 83.250,   6.574e-03,   1.923e+02,   2.452e+14,   9.589e+07,   3.565e-07,   5.027e+13,   4.233e+08,   7.972e+10,   4.848e+04,   1.454e-08,   1.267e-07,   8.808e-10,   7.667e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 83.100,   6.755e-03,   1.926e+02,   2.516e+14,   9.677e+07,   3.597e-07,   5.164e+13,   4.400e+08,   8.186e+10,   4.981e+04,   1.492e-08,   1.300e-07,   9.036e-10,   7.866e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 82.950,   6.936e-03,   1.929e+02,   2.579e+14,   9.765e+07,   3.630e-07,   5.302e+13,   4.568e+08,   8.399e+10,   5.115e+04,   1.529e-08,   1.333e-07,   9.264e-10,   8.065e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 82.800,   7.118e-03,   1.932e+02,   2.643e+14,   9.854e+07,   3.663e-07,   5.440e+13,   4.735e+08,   8.613e+10,   5.248e+04,   1.567e-08,   1.366e-07,   9.493e-10,   8.264e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 82.650,   7.299e-03,   1.935e+02,   2.706e+14,   9.942e+07,   3.696e-07,   5.577e+13,   4.903e+08,   8.826e+10,   5.382e+04,   1.605e-08,   1.398e-07,   9.721e-10,   8.463e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 82.500,   7.480e-03,   1.938e+02,   2.770e+14,   1.003e+08,   3.729e-07,   5.715e+13,   5.070e+08,   9.040e+10,   5.515e+04,   1.643e-08,   1.431e-07,   9.950e-10,   8.662e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 82.350,   7.661e-03,   1.940e+02,   2.834e+14,   1.012e+08,   3.761e-07,   5.853e+13,   5.237e+08,   9.254e+10,   5.649e+04,   1.680e-08,   1.464e-07,   1.018e-09,   8.861e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 82.200,   7.842e-03,   1.943e+02,   2.897e+14,   1.021e+08,   3.794e-07,   5.990e+13,   5.405e+08,   9.467e+10,   5.782e+04,   1.718e-08,   1.497e-07,   1.041e-09,   9.060e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 82.050,   8.024e-03,   1.946e+02,   2.961e+14,   1.029e+08,   3.827e-07,   6.128e+13,   5.572e+08,   9.681e+10,   5.915e+04,   1.756e-08,   1.530e-07,   1.064e-09,   9.258e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 81.900,   8.205e-03,   1.949e+02,   3.024e+14,   1.038e+08,   3.860e-07,   6.266e+13,   5.740e+08,   9.894e+10,   6.049e+04,   1.793e-08,   1.563e-07,   1.086e-09,   9.457e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 81.750,   8.386e-03,   1.952e+02,   3.088e+14,   1.047e+08,   3.893e-07,   6.403e+13,   5.907e+08,   1.011e+11,   6.182e+04,   1.831e-08,   1.596e-07,   1.109e-09,   9.656e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 81.600,   8.567e-03,   1.955e+02,   3.152e+14,   1.056e+08,   3.925e-07,   6.541e+13,   6.074e+08,   1.032e+11,   6.316e+04,   1.869e-08,   1.628e-07,   1.132e-09,   9.855e-09,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 81.450,   8.748e-03,   1.958e+02,   3.215e+14,   1.065e+08,   3.958e-07,   6.679e+13,   6.242e+08,   1.054e+11,   6.450e+04,   1.907e-08,   1.661e-07,   1.155e-09,   1.005e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 81.300,   8.930e-03,   1.961e+02,   3.279e+14,   1.074e+08,   3.991e-07,   6.817e+13,   6.409e+08,   1.075e+11,   6.583e+04,   1.944e-08,   1.694e-07,   1.178e-09,   1.025e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 81.150,   9.111e-03,   1.964e+02,   3.342e+14,   1.082e+08,   4.024e-07,   6.954e+13,   6.577e+08,   1.096e+11,   6.717e+04,   1.982e-08,   1.727e-07,   1.201e-09,   1.045e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 81.000,   9.292e-03,   1.967e+02,   3.406e+14,   1.091e+08,   4.057e-07,   7.092e+13,   6.744e+08,   1.118e+11,   6.850e+04,   2.020e-08,   1.760e-07,   1.223e-09,   1.065e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 80.850,   9.473e-03,   1.970e+02,   3.470e+14,   1.100e+08,   4.089e-07,   7.230e+13,   6.911e+08,   1.139e+11,   6.984e+04,   2.057e-08,   1.793e-07,   1.246e-09,   1.085e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 80.700,   9.654e-03,   1.972e+02,   3.533e+14,   1.109e+08,   4.122e-07,   7.367e+13,   7.079e+08,   1.160e+11,   7.117e+04,   2.095e-08,   1.826e-07,   1.269e-09,   1.105e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 80.550,   9.836e-03,   1.975e+02,   3.597e+14,   1.118e+08,   4.155e-07,   7.505e+13,   7.246e+08,   1.182e+11,   7.250e+04,   2.133e-08,   1.858e-07,   1.292e-09,   1.125e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 80.400,   1.002e-02,   1.978e+02,   3.660e+14,   1.126e+08,   4.188e-07,   7.643e+13,   7.414e+08,   1.203e+11,   7.384e+04,   2.171e-08,   1.891e-07,   1.315e-09,   1.145e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 80.250,   1.020e-02,   1.981e+02,   3.724e+14,   1.135e+08,   4.220e-07,   7.781e+13,   7.581e+08,   1.224e+11,   7.518e+04,   2.208e-08,   1.924e-07,   1.338e-09,   1.164e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 80.100,   1.038e-02,   1.984e+02,   3.788e+14,   1.144e+08,   4.253e-07,   7.918e+13,   7.748e+08,   1.246e+11,   7.651e+04,   2.246e-08,   1.957e-07,   1.361e-09,   1.184e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 79.950,   1.064e-02,   1.987e+02,   3.875e+14,   1.159e+08,   4.310e-07,   8.104e+13,   8.017e+08,   1.275e+11,   7.842e+04,   2.298e-08,   2.002e-07,   1.392e-09,   1.212e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 79.800,   1.104e-02,   1.990e+02,   4.010e+14,   1.188e+08,   4.415e-07,   8.386e+13,   8.490e+08,   1.320e+11,   8.146e+04,   2.378e-08,   2.072e-07,   1.441e-09,   1.254e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 79.650,   1.145e-02,   1.993e+02,   4.146e+14,   1.216e+08,   4.520e-07,   8.667e+13,   8.962e+08,   1.364e+11,   8.451e+04,   2.458e-08,   2.142e-07,   1.489e-09,   1.296e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 79.500,   1.185e-02,   1.996e+02,   4.281e+14,   1.244e+08,   4.625e-07,   8.949e+13,   9.434e+08,   1.409e+11,   8.756e+04,   2.539e-08,   2.212e-07,   1.538e-09,   1.339e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 79.350,   1.226e-02,   1.999e+02,   4.416e+14,   1.272e+08,   4.729e-07,   9.231e+13,   9.906e+08,   1.454e+11,   9.061e+04,   2.619e-08,   2.282e-07,   1.586e-09,   1.381e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 79.200,   1.266e-02,   2.002e+02,   4.552e+14,   1.300e+08,   4.834e-07,   9.512e+13,   1.038e+09,   1.498e+11,   9.366e+04,   2.699e-08,   2.352e-07,   1.635e-09,   1.423e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 79.050,   1.306e-02,   2.005e+02,   4.687e+14,   1.329e+08,   4.939e-07,   9.794e+13,   1.085e+09,   1.543e+11,   9.670e+04,   2.779e-08,   2.422e-07,   1.684e-09,   1.466e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 78.900,   1.347e-02,   2.008e+02,   4.822e+14,   1.357e+08,   5.044e-07,   1.008e+14,   1.132e+09,   1.588e+11,   9.975e+04,   2.860e-08,   2.492e-07,   1.732e-09,   1.508e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 78.750,   1.388e-02,   2.011e+02,   4.957e+14,   1.385e+08,   5.149e-07,   1.036e+14,   1.180e+09,   1.632e+11,   1.028e+05,   2.940e-08,   2.562e-07,   1.781e-09,   1.550e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 78.600,   1.428e-02,   2.013e+02,   5.093e+14,   1.413e+08,   5.254e-07,   1.064e+14,   1.227e+09,   1.677e+11,   1.058e+05,   3.020e-08,   2.631e-07,   1.829e-09,   1.593e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 78.450,   1.469e-02,   2.016e+02,   5.228e+14,   1.441e+08,   5.358e-07,   1.092e+14,   1.274e+09,   1.722e+11,   1.089e+05,   3.100e-08,   2.701e-07,   1.878e-09,   1.635e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 78.300,   1.509e-02,   2.019e+02,   5.363e+14,   1.470e+08,   5.463e-07,   1.120e+14,   1.321e+09,   1.767e+11,   1.119e+05,   3.180e-08,   2.771e-07,   1.927e-09,   1.677e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 78.150,   1.550e-02,   2.022e+02,   5.499e+14,   1.498e+08,   5.568e-07,   1.148e+14,   1.368e+09,   1.811e+11,   1.150e+05,   3.261e-08,   2.841e-07,   1.975e-09,   1.719e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 78.000,   1.590e-02,   2.025e+02,   5.634e+14,   1.526e+08,   5.673e-07,   1.177e+14,   1.416e+09,   1.856e+11,   1.180e+05,   3.341e-08,   2.911e-07,   2.024e-09,   1.762e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 77.850,   1.631e-02,   2.028e+02,   5.769e+14,   1.554e+08,   5.778e-07,   1.205e+14,   1.463e+09,   1.901e+11,   1.211e+05,   3.421e-08,   2.981e-07,   2.072e-09,   1.804e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 77.700,   1.671e-02,   2.031e+02,   5.905e+14,   1.582e+08,   5.883e-07,   1.233e+14,   1.510e+09,   1.945e+11,   1.241e+05,   3.501e-08,   3.051e-07,   2.121e-09,   1.846e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 77.550,   1.711e-02,   2.034e+02,   6.040e+14,   1.611e+08,   5.987e-07,   1.261e+14,   1.557e+09,   1.990e+11,   1.272e+05,   3.582e-08,   3.121e-07,   2.170e-09,   1.889e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 77.400,   1.752e-02,   2.037e+02,   6.175e+14,   1.639e+08,   6.092e-07,   1.289e+14,   1.604e+09,   2.035e+11,   1.302e+05,   3.662e-08,   3.191e-07,   2.218e-09,   1.931e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 77.250,   1.792e-02,   2.040e+02,   6.310e+14,   1.667e+08,   6.197e-07,   1.317e+14,   1.652e+09,   2.079e+11,   1.333e+05,   3.742e-08,   3.261e-07,   2.267e-09,   1.973e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 77.100,   1.833e-02,   2.043e+02,   6.446e+14,   1.695e+08,   6.302e-07,   1.346e+14,   1.699e+09,   2.124e+11,   1.363e+05,   3.822e-08,   3.331e-07,   2.315e-09,   2.016e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 76.950,   1.874e-02,   2.046e+02,   6.581e+14,   1.723e+08,   6.407e-07,   1.374e+14,   1.746e+09,   2.169e+11,   1.394e+05,   3.903e-08,   3.400e-07,   2.364e-09,   2.058e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 76.800,   1.914e-02,   2.049e+02,   6.716e+14,   1.752e+08,   6.512e-07,   1.402e+14,   1.793e+09,   2.214e+11,   1.424e+05,   3.983e-08,   3.470e-07,   2.413e-09,   2.100e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 76.650,   1.955e-02,   2.052e+02,   6.852e+14,   1.780e+08,   6.616e-07,   1.430e+14,   1.841e+09,   2.258e+11,   1.455e+05,   4.063e-08,   3.540e-07,   2.461e-09,   2.143e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 76.500,   1.995e-02,   2.055e+02,   6.987e+14,   1.808e+08,   6.721e-07,   1.458e+14,   1.888e+09,   2.303e+11,   1.485e+05,   4.143e-08,   3.610e-07,   2.510e-09,   2.185e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 76.350,   2.036e-02,   2.058e+02,   7.122e+14,   1.836e+08,   6.826e-07,   1.486e+14,   1.935e+09,   2.348e+11,   1.516e+05,   4.224e-08,   3.680e-07,   2.558e-09,   2.227e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 76.200,   2.076e-02,   2.060e+02,   7.258e+14,   1.864e+08,   6.931e-07,   1.515e+14,   1.982e+09,   2.392e+11,   1.546e+05,   4.304e-08,   3.750e-07,   2.607e-09,   2.269e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 76.050,   2.116e-02,   2.063e+02,   7.393e+14,   1.893e+08,   7.036e-07,   1.543e+14,   2.029e+09,   2.437e+11,   1.577e+05,   4.384e-08,   3.820e-07,   2.656e-09,   2.312e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 75.900,   2.157e-02,   2.066e+02,   7.528e+14,   1.921e+08,   7.141e-07,   1.571e+14,   2.077e+09,   2.482e+11,   1.607e+05,   4.464e-08,   3.890e-07,   2.704e-09,   2.354e-08,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
